Country,Year,CO2_Emissions,LandAverageTemperature
World,1751,0.0,0.5421424751247435
World,1752,6.23616687430198e-06,0.0
World,1753,1.2472333748603962e-05,0.6438268811453489
World,1754,1.8710943304799522e-05,0.663882832105978
World,1755,2.495199554288865e-05,0.6358045007610977
World,1756,3.162295979424733e-05,0.7577446826017198
World,1757,3.829636672749959e-05,0.8003044390504797
World,1758,4.497221634264542e-05,0.23789443370222574
World,1759,5.1650508639684836e-05,0.544349364380631
World,1760,5.8328800936724246e-05,0.34689595589747824
World,1761,6.564463320798725e-05,0.7387172419467642
World,1762,7.296290816114382e-05,0.6977413913687416
World,1763,8.028362579619398e-05,0.4238079565557247
World,1764,8.760678611313771e-05,0.6468507014440288
World,1765,9.493238911197501e-05,0.6102151643559468
World,1766,0.00010310560272788352,0.6481671946352905
World,1767,0.0001112812590256856,0.6027070391245322
World,1768,0.00011945935800538126,0.2472127370716255
World,1769,0.0001276398996669705,0.4726416258690913
World,1770,0.00013582288401045334,0.47198337927346046
World,1771,0.00014489744724509174,0.5117867281030157
World,1772,0.00015397445316162373,0.5957954498704079
World,1773,0.00016305390176004928,0.6027070391245322
World,1774,0.00017213579304036845,0.7386349611223109
World,1775,0.00018122012700258114,0.840066647467808
World,1776,0.000191244893493821,0.623071543176863
World,1777,0.00020127210266695443,0.611284815073847
World,1778,0.00021130175452198144,0.68188176245526
World,1779,0.000221333849058902,0.790739293207718
World,1780,0.00023137082895960973,0.9017361253959764
World,1781,0.00024259983762438305,0.5733533550006173
World,1782,0.0002538312889710499,0.5236557370304851
World,1783,0.00026506762568150386,0.46924754186036943
World,1784,0.0002763064050738515,0.5139671699510429
World,1785,0.0002875525125118798,0.39079277574361293
World,1786,0.00030032041076960656,0.6117579298144569
World,1787,0.0003130931943911205,0.5558892500102852
World,1788,0.00032586842069452803,0.6584111572797959
World,1789,0.00033864853236172267,0.6305179577899369
World,1790,0.0003514335293927045,0.5436705475788868
World,1791,0.0003657134477425554,0.6058542806598926
World,1792,0.0003803109147385713,0.5700004114041224
World,1793,0.0003949205951440551,0.6045994980869707
World,1794,0.0004095082914124967,0.6778705722631346
World,1795,0.00042410331572661906,0.6345085777759496
World,1796,0.0004394042751079852,0.6149257415559304
World,1797,0.00045546735124014725,0.6740650841321432
World,1798,0.00047219727952925585,0.7134775990455426
World,1799,0.0004898163440276265,0.6728720121775624
World,1800,0.000508544386105681,0.6675648990002885
World,1801,0.0005271844916355668,0.6935862097338217
World,1802,0.0005517065751651859,0.6907475212901635
World,1803,0.0005726989833585864,0.6721931953758178
World,1804,0.000595572256610041,0.7565721808532517
World,1805,0.0006178519581613565,0.686942033159172
World,1806,0.0006412162104734201,0.6551816349199822
World,1807,0.0006657993610503786,0.6174970173201135
World,1808,0.0006891758267719101,0.45591804829884386
World,1809,0.0007125693912666967,0.3200518369194061
World,1810,0.0007374896319449688,0.28209980664006284
World,1811,0.0007638779244412807,0.2665075904060561
World,1812,0.0007912164201941941,0.3126054223063315
World,1813,0.0008186965914969349,0.48383181799481645
World,1814,0.0008467825479092827,0.44725799152507517
World,1815,0.0008757747393041477,0.3602665898712307
World,1816,0.0009075515880576905,0.28576130332825933
World,1817,0.0009405058094839372,0.2951824577282265
World,1818,0.0009736017064600114,0.5058007981239974
World,1819,0.0010069003460332526,0.3923149709960092
World,1820,0.0010406924073489963,0.453305632122434
World,1821,0.0010749827757710298,0.5702678240835977
World,1822,0.0011106263899621047,0.5945200970913733
World,1823,0.0011483267423075716,0.47858641543588276
World,1824,0.0011873437001936763,0.6830954046159547
World,1825,0.0012278482513529696,0.6441354342370511
World,1826,0.001268794927935,0.6360513432344592
World,1827,0.0013127387752004495,0.7476652816061216
World,1828,0.0013571638307989338,0.5888427202040565
World,1829,0.0014014276693924419,0.5336734274077426
World,1830,0.001460843463771808,0.6755872793845397
World,1831,0.0015171961350566284,0.4589624388036371
World,1832,0.0015739371927625276,0.4123092113382978
World,1833,0.001631809212185153,0.5512403834286421
World,1834,0.0016907999799150367,0.5842555642407534
World,1835,0.0017510975824579838,0.39807462870777943
World,1836,0.0018209485138867107,0.4729501789607933
World,1837,0.001890743263631885,0.39391944707285975
World,1838,0.0019627730673096827,0.42829226148846034
World,1839,0.002037182043151824,0.45725511169621935
World,1840,0.0021164690547354386,0.49773727732751905
World,1841,0.002198215846985885,0.47105771999835455
World,1842,0.002284552438514363,0.5536470975439176
World,1843,0.0023731216412935696,0.5908997408154031
World,1844,0.0024674042770218532,0.46073147652939506
World,1845,0.002570878724715667,0.5112930431562925
World,1846,0.0026760752631444524,0.6844736084255563
World,1847,0.002791010774282929,0.5692598839840377
World,1848,0.0029068891606323266,0.5429711605710288
World,1849,0.0030292308832721286,0.5441848027317235
World,1850,0.0031604957228691674,0.523511745587691
World,1851,0.0032929916741405688,0.5921133829760978
World,1852,0.003431323192455726,0.5727568190233268
World,1853,0.003576056980013948,0.558357674743901
World,1854,0.0037460651971250106,0.5999917719175545
World,1855,0.003919422331112167,0.5753692351997368
World,1856,0.004104162362723393,0.5470234911753815
World,1857,0.0042906171570239095,0.48833669313366523
World,1858,0.004479929889139911,0.5727773892294403
World,1859,0.004680598649379152,0.6102357345620604
World,1860,0.004901072674411515,0.5383634344016128
World,1861,0.0051329320397498395,0.5101411116139385
World,1862,0.005369009916718372,0.4390710494919161
World,1863,0.005620960340631368,0.5756366478792119
World,1864,0.005892396038009427,0.5439791006705887
World,1865,0.006180642272179082,0.5919282511210766
World,1866,0.006478002152493674,0.6201505739087505
World,1867,0.006796547412871258,0.6557370304850458
World,1868,0.007123717783015063,0.6092277944625009
World,1869,0.007471140428738514,0.6546879499732587
World,1870,0.00782616714319667,0.5977290492450735
World,1871,0.008203598135982714,0.576438885917637
World,1872,0.008621181933735376,0.5958777306948613
World,1873,0.009064797392427888,0.6346937096309708
World,1874,0.009480131480156567,0.6550376434771881
World,1875,0.009930667056653582,0.5133706339737525
World,1876,0.0103877050523513,0.5677993993499815
World,1877,0.01085377364300957,0.6812235158596289
World,1878,0.011323486715053057,0.752848973546715
World,1879,0.011826847730180568,0.5889661414407374
World,1880,0.012396112302796787,0.5773439749866296
World,1881,0.012984507960003498,0.6149051713498168
World,1882,0.013605931119093265,0.5798535401324725
World,1883,0.01426678404930915,0.5423334841815117
World,1884,0.014935074945890976,0.4921627514707698
World,1885,0.015608351356217595,0.528201752581561
World,1886,0.01629217526696068,0.5368000987369894
World,1887,0.017010208937623304,0.5270292508330934
World,1888,0.01780527013911799,0.5703706751141648
World,1889,0.018600045546831125,0.6267741802772866
World,1890,0.019465954293967115,0.5410375611963634
World,1891,0.020372159964301445,0.5528037190932655
World,1892,0.021285859782685268,0.5642818941045786
World,1893,0.02218862371423155,0.562039741638211
World,1894,0.023122878700749822,0.5877730694861563
World,1895,0.024113498571962384,0.5843172748590941
World,1896,0.02513644245267265,0.6010819928415687
World,1897,0.02620781250192308,0.6204385567943391
World,1898,0.02733789241048563,0.5919693915333029
World,1899,0.028572450709000257,0.645863331550582
World,1900,0.029874663967921284,0.6718435018718889
World,1901,0.031219985676900156,0.6817994816308062
World,1902,0.032599392569022,0.6231743942074299
World,1903,0.03410424827515228,0.6023779158267164
World,1904,0.03562507423550276,0.570473526144732
World,1905,0.037244196157932674,0.6036121281935247
World,1906,0.038944783964195276,0.6416052988850947
World,1907,0.04086790253364463,0.5349899205990045
World,1908,0.042718383071624684,0.5939647015263096
World,1909,0.04464192422504163,0.5920311021516436
World,1910,0.04665928146194518,0.6030773028345746
World,1911,0.04871345235766683,0.5917225490599414
World,1912,0.05086461238065485,0.58886329041017
World,1913,0.053192202431452146,0.6215287777183529
World,1914,0.055304267330733466,0.6937919117949565
World,1915,0.05738771865431343,0.6944501583905871
World,1916,0.0596359484130703,0.6036326983996383
World,1917,0.061988214436356506,0.5537910889867117
World,1918,0.06430868651211592,0.5803266548730819
World,1919,0.0663197929260538,0.6423869667174067
World,1920,0.06866086099153547,0.6365861685934093
World,1921,0.07066087345898386,0.6889784835644055
World,1922,0.07266088592643224,0.6487431604064673
World,1923,0.07532756921636342,0.6522400954457566
World,1924,0.0779942525062946,0.6731394248570375
World,1925,0.07999426497374298,0.6799481630805944
World,1926,0.08266094826367416,0.7279384539433083
World,1927,0.08532763155360534,0.6769037725758014
World,1928,0.08799431484353652,0.704077014851689
World,1929,0.09066099813346772,0.607870160859012
World,1930,0.0933276814233989,0.7044267083556175
World,1931,0.09599436471333007,0.7255728802402603
World,1932,0.09799437718077846,0.7221170856131978
World,1933,0.09999438964822684,0.6315258978894969
World,1934,0.10266107293815802,0.7031307853704698
World,1935,0.1053277562280892,0.6753404369111782
World,1936,0.10799443951802037,0.6847821615172585
World,1937,0.11132779363043435,0.72040975850578
World,1938,0.11399447692036553,0.7612210474348955
World,1939,0.11666116021029671,0.7357139918541984
World,1940,0.11999451432271069,0.7367836425720986
World,1941,0.12332786843512467,0.737771012465545
World,1942,0.12666122254753864,0.7278356029127413
World,1943,0.13066124748243543,0.7344180688690503
World,1944,0.13399460159484938,0.7566133212654793
World,1945,0.13666128488478058,0.6923931377792409
World,1946,0.13999463899719455,0.7151232155346197
World,1947,0.14332799310960853,0.7447854527502367
World,1948,0.1473280180445053,0.7323610482577037
World,1949,0.15066137215691927,0.6928662525198503
World,1950,0.15466139709181603,0.6381906446702601
World,1951,0.15866142202671282,0.7024725387748387
World,1952,0.16266144696160958,0.705578639897972
World,1953,0.16732814271898916,0.7637100423746244
World,1954,0.17132816765388592,0.6864277780063355
World,1955,0.17599486341126547,0.7026165302176333
World,1956,0.18132822999112785,0.6170444727856172
World,1957,0.1866615965709902,0.7288435430123013
World,1958,0.19199496315085257,0.7390257950384664
World,1959,0.19799500055319771,0.728884683424528
World,1960,0.20466170877802567,0.6921257250997654
World,1961,0.2106617461803708,0.7449294441930308
World,1962,0.21732845440519877,0.7321553461965689
World,1963,0.22399516263002672,0.7593285884724565
World,1964,0.23132854167733746,0.6491545645287364
World,1965,0.23932859154713101,0.6782202657670626
World,1966,0.24732864141692454,0.6959723536429832
World,1967,0.2553286912867181,0.7208417328341632
World,1968,0.2639954119789944,0.6754844283539723
World,1969,0.27332880349375355,0.694923273131197
World,1970,0.2833288658309955,0.7210474348952975
World,1971,0.2933289281682374,0.69595178343687
World,1972,0.3046623321504449,0.6713498169251659
World,1973,0.31532906531016963,0.7820998066400624
World,1974,0.32666246929237713,0.6634302875714813
World,1975,0.33799587327458464,0.7318879335170942
World,1976,0.349995948079275,0.6337474801497516
World,1977,0.36199602288396526,0.7579092442506279
World,1978,0.3746627685111384,0.7190315546961781
World,1979,0.3873295141383115,0.7290698152795492
World,1980,0.40066293058796737,0.7900193359937466
World,1981,0.4133296762151405,0.8358086148023203
World,1982,0.4253297510198308,0.7058049121652199
World,1983,0.4379964966470039,0.8018266343028757
World,1984,0.45066324227417703,0.7188052824289302
World,1985,0.4639966587238329,0.7104537787468632
World,1986,0.4773300751734888,0.7537952030279342
World,1987,0.4913301624456275,0.7934957008269223
World,1988,0.505996920540249,0.8446332332249971
World,1989,0.5206636786348705,0.7756201917143208
World,1990,0.535330436729492,0.8526761838153618
World,1991,0.5506638656465963,0.8391615583988155
World,1992,0.5653306237412178,0.7545357304480191
World,1993,0.5799973818358393,0.7619410046488664
World,1994,0.5946641399304607,0.804439050479286
World,1995,0.6099975688475651,0.8805488130991077
World,1996,0.6259976685871521,0.8044801908915131
World,1997,0.6419977683267392,0.8448800756983585
World,1998,0.6579978680663262,0.9238902373801787
World,1999,0.6733312969834305,0.8652445797506894
World,2000,0.6933314216579144,0.8445303821944301
World,2001,0.7066648381075703,0.897210680051014
World,2002,0.7266649627820542,0.9356769654831942
World,2003,0.7399983792317101,0.9246101945941501
World,2004,0.7599985039061938,0.8749948574484718
World,2005,0.7799986285806777,0.9678899082568808
World,2006,0.7999987532551616,0.9263175217015678
World,2007,0.8199988779296454,0.9756037355494303
World,2008,0.8399990026041293,0.9014481425103877
World,2009,0.8599991272786132,0.9195910643024643
World,2010,0.886665960177925,0.9684247336158309
World,2011,0.9066660848524087,0.9222446208911013
World,2012,0.9333329177517206,0.9201053194553013
World,2013,0.9533330424262044,0.9445838647303249
World,2014,0.9799998753255162,0.9357386761015345
World,2015,1.0,1.0
